FunctionName;Type;DefinedIn;ExportedIn;UsageFile;UsageLineNumber;UsageLineContent
afficher_soin_monstre;function;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;33;function afficher_soin_monstre(monstre_div, valeur) {
afficher_buff_monstre;function;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;app\static\js\monstre_main_logic.js;311;"afficher_buff_monstre(monstre.element, nom_buff);"
afficher_buff_monstre;function;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;app\static\js\monstre_main_logic.js;344;"afficher_buff_monstre(monstre.element, 'Stun fini');"
afficher_buff_monstre;function;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;56;function afficher_buff_monstre(monstre_div, nom_buff) {
afficher_debuff_monstre;function;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;app\static\js\monstre_main_logic.js;316;"afficher_debuff_monstre(monstre.element, nom_debuff);"
afficher_debuff_monstre;function;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;app\static\js\monstre_main_logic.js;335;"afficher_debuff_monstre(monstre.element, 'Poison terminé');"
afficher_debuff_monstre;function;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;app\static\js\monstre_main_logic.js;351;"afficher_debuff_monstre(monstre.element, 'ATK↓');"
afficher_debuff_monstre;function;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;79;function afficher_debuff_monstre(monstre_div, nom_debuff) {
afficher_miss_monstre;function;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;app\static\js\monstre_main_logic.js;320;"afficher_miss_monstre(monstre.element);"
afficher_miss_monstre;function;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;app\static\js\monstre_visual_utils.js;101;function afficher_miss_monstre(monstre_div) {
initialiser_stats_joueur;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;31;function initialiser_stats_joueur(level) {
initialiser_stats_joueur;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;68;"initialiser_stats_joueur(window.PLAYER_LEVEL);"
gagner_xp;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;38;function gagner_xp(amount) {
level_up;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;50;"level_up();"
level_up;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;62;function level_up() {
update_xp_bar;function;app\static\js\player_main_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_main_logic.js;44;"update_xp_bar();"
update_xp_bar;function;app\static\js\player_main_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_main_logic.js;59;"update_xp_bar();"
update_xp_bar;function;app\static\js\player_main_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_main_logic.js;73;function update_xp_bar() {
update_xp_bar;function;app\static\js\player_main_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;71;function update_xp_bar() {
update_xp_bar;function;app\static\js\player_main_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;91;"update_xp_bar();"
deplacer_joueur;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js;app\static\js\input_handler_logic.js;134;"if (newX < 0) return deplacer_joueur('gauche');"
deplacer_joueur;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js;app\static\js\input_handler_logic.js;135;"if (newX >= 16) return deplacer_joueur('droite');"
deplacer_joueur;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js;app\static\js\input_handler_logic.js;136;"if (newY < 0) return deplacer_joueur('haut');"
deplacer_joueur;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js;app\static\js\input_handler_logic.js;137;"if (newY >= 16) return deplacer_joueur('bas');"
deplacer_joueur;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js;app\static\js\input_handler_logic.js;154;"deplacer_joueur(newX, newY);"
deplacer_joueur;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js;87;function deplacer_joueur(x, y) {
deplacer_joueur;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js;227;"deplacer_joueur(try_x, try_y);"
update_mana_bar;function;app\static\js\player_main_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_main_logic.js;93;function update_mana_bar() {
update_mana_bar;function;app\static\js\player_main_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_main_logic.js;127;"update_mana_bar();"
update_mana_bar;function;app\static\js\player_main_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;56;function update_mana_bar() {
update_mana_bar;function;app\static\js\player_main_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;90;"update_mana_bar();"
update_vie_bar;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;100;function update_vie_bar() {
update_vie_bar;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;152;"update_vie_bar();"
utiliser_talent;function;app\static\js\player_main_logic.js;;app\static\js\input_handler_logic.js;81;"utiliser_talent(talent, talentIndex);"
utiliser_talent;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;109;function utiliser_talent(talent, index) {
initialiser_talents;function;app\static\js\player_main_logic.js;;app\static\js\main_entry_point.js;133;"initialiser_talents();"
initialiser_talents;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;70;"initialiser_talents();"
initialiser_talents;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;161;function initialiser_talents() {
animer_attaque;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;112;"animer_attaque();"
animer_attaque;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;184;function animer_attaque() {
dash_backwards;function;app\static\js\player_main_logic.js;;app\static\js\player_main_logic.js;206;function dash_backwards() {
load_player_data;function;app\static\js\player_main_logic.js;app\static\js\save_manager_logic.js;app\static\js\main_entry_point.js;98;"load_player_data(saveData);"
load_player_data;function;app\static\js\player_main_logic.js;app\static\js\save_manager_logic.js;app\static\js\player_main_logic.js;242;function load_player_data(save_data) {
load_player_data;function;app\static\js\player_main_logic.js;app\static\js\save_manager_logic.js;app\static\js\save_manager_logic.js;32;function load_player_data(saveData) {
get_player_class;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js,app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;190;"player.style.backgroundImage = `url(/static/img/classes/${get_player_class().toLowerCase()}_attack.png)`;"
get_player_class;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js,app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;197;"player.style.backgroundImage = `url(/static/img/classes/${get_player_class().toLowerCase()}_idle.png)`;"
get_player_class;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js,app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;248;function get_player_class() {
get_player_class;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js,app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;52;"function get_player_class() { return state.classe; } // Classe"
get_player_class;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js,app\static\js\player_state_logic.js;app\static\js\player_talents_logic.js;96;"get_player_class().mana -= talent.cost;"
get_player_class;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js,app\static\js\player_state_logic.js;app\static\js\player_talents_logic.js;209;"get_player_class().mana -= 10; // Utilise le setter pour modifier le mana"
get_player_class;function;app\static\js\player_main_logic.js;app\static\js\player_main_logic.js,app\static\js\player_state_logic.js;app\static\js\player_ui_logic.js;30;"document.getElementById('stat-class').textContent = `Classe : ${get_player_class()}`;"
get_player_level;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;46;"function get_player_level() { return state.level; } // Niveau"
get_player_level;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_ui_logic.js;32;"document.getElementById('stat-level').textContent = `Niveau : ${get_player_level()}`;"
get_player_level;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_ui_logic.js;73;"const lvl = get_player_level();"
get_player_xp;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;47;"function get_player_xp() { return state.xp; } // XP"
get_player_xp;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_ui_logic.js;72;"const xp = get_player_xp();"
get_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;144;if (get_player_pv() <= 0) {
get_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;103;"const percent = (get_player_pv() / get_max_vie(window.PLAYER_LEVEL)) * 100;"
get_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;151;"set_player_pv(Math.min(get_player_pv() + (talent.heal || 1), get_max_vie(window.PLAYER_LEVEL)));"
get_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;48;"function get_player_pv() { return state.pv; } // Points de vie"
get_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;84;"set_player_pv(Math.min(get_player_pv() + pv_bonus, get_max_player_pv()));"
get_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;164;"set_player_pv(Math.min(get_player_pv() + 1, get_max_vie(window.PLAYER_LEVEL)));"
get_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_ui_logic.js;42;"const pv = get_player_pv();"
get_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_visual_utils.js;155;"const pv_avant = get_player_pv();"
get_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_visual_utils.js;157;"const pv_apres = get_player_pv();"
get_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;96;"const percent = (get_player_mana() / get_max_mana(window.PLAYER_LEVEL)) * 100;"
get_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;111;"if (get_player_mana() < talent.cost) return;"
get_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;126;"set_player_mana(get_player_mana() - talent.cost);"
get_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;49;"function get_player_mana() { return state.mana; } // Mana"
get_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;85;"set_player_mana(Math.min(get_player_mana() + mana_bonus, get_max_player_mana()));"
get_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;165;"set_player_mana(Math.min(get_player_mana() + 1, get_max_mana(window.PLAYER_LEVEL)));"
get_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_ui_logic.js;57;"const mana = get_player_mana();"
get_player_atk;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;50;"function get_player_atk() { return state.atk; } // Attaque"
get_player_atk;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_ui_logic.js;26;"document.getElementById('stat-atk').textContent = `ATK : ${get_player_atk()}`;"
get_player_def;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;140;"const def = get_player_def();"
get_player_def;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;51;"function get_player_def() { return state.def; } // Défense"
get_player_def;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_ui_logic.js;28;"document.getElementById('stat-def').textContent = `DEF : ${get_player_def()}`;"
get_player_position;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;53;"function get_player_position() { return { ...state.position }; } // Position (copie)"
get_player_inventory;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;54;"function get_player_inventory() { return [...state.inventaire]; } // Inventaire (copie)"
get_player_talents;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;55;"function get_player_talents() { return [...state.talents]; } // Talents (copie)"
get_player_map;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;56;"function get_player_map() { return state.carte; } // Carte courante"
get_central_player_position;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;57;"function get_central_player_position() { return { ...state.position }; } // Alias position"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\camera_main_logic.js;30;"const { x: playerX, y: playerY } = get_position_joueur();"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;78;"const player_x = get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;79;"const player_y = get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;127;"const player_x = get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;128;"const player_y = get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;153;"const player_x = get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;154;"const player_y = get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;189;fetch(`/api/rencontre?x=${get_position_joueur().x}&y=${get_position_joueur().y}&carte=${modules.current_map}`)
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;206;"const px = get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;207;"const py = get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;244;get_position_joueur().x >= zone.x &&
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;245;get_position_joueur().x < zone.x + zone.width &&
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;246;get_position_joueur().y >= zone.y &&
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;247;get_position_joueur().y < zone.y + zone.height
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;256;"const px = get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\combat_manager_logic.js;257;"const py = get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\input_handler_logic.js;114;"const { x, y } = get_position_joueur();"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\map_main_logic.js;64;"let spawnX = dir[direction].spawnX !== undefined ? dir[direction].spawnX : get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\map_main_logic.js;65;"let spawnY = dir[direction].spawnY !== undefined ? dir[direction].spawnY : get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\map_main_logic.js;202;"playerDiv.style.backgroundImage = `url(/static/img/classes/${get_position_joueur().classe.toLowerCase()}_idle.png)`;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\monstre_main_logic.js;87;"const player_x = get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\monstre_main_logic.js;88;"const player_y = get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\monstre_main_logic.js;138;"const player_x = get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\monstre_main_logic.js;139;"const player_y = get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\monstre_main_logic.js;184;"const player_x = get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\monstre_main_logic.js;185;"const player_y = get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\monstre_main_logic.js;199;"const player_x = get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\monstre_main_logic.js;200;"const player_y = get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\monstre_main_logic.js;273;"const player_x = get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\monstre_main_logic.js;274;"const player_y = get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;207;"let current_x = get_position_joueur().x;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;208;"let current_y = get_position_joueur().y;"
get_position_joueur;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;58;"function get_position_joueur() { return state.position; }"
get_current_class_modifiers;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;59;"function get_current_class_modifiers() { return CLASS_MODIFIERS[state.classe] || { atk: 0, def: 0, hp: 0, mana: 0 }; }"
get_current_class_modifiers;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;62;"const mods = get_current_class_modifiers();"
get_current_class_modifiers;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;77;"const mods = get_current_class_modifiers();"
get_player_effective_stats;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;60;function get_player_effective_stats() {
get_player_effective_stats;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_talents_logic.js;89;"const manaActuel = get_player_effective_stats().mana;"
start_regen;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;73;function start_regen() {
start_regen;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;160;function start_regen() {
start_regen;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;71;"start_regen();"
stop_regen;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;88;function stop_regen() {
stop_regen;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;169;function stop_regen() {
stop_regen;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_visual_utils.js;214;"if (window.stop_regen) window.stop_regen();"
get_max_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;80;"const pv_bonus_percent = Math.max(1, Math.floor(get_max_player_pv() * 0.05));"
get_max_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;84;"set_player_pv(Math.min(get_player_pv() + pv_bonus, get_max_player_pv()));"
get_max_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;94;"function get_max_player_pv() { return state.pv_max || 120; }"
get_max_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_ui_logic.js;43;"const pvMax = get_max_player_pv();"
get_max_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;56;"set_player_pv(get_max_player_pv());"
get_max_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;81;"const mana_bonus_percent = Math.max(1, Math.floor(get_max_player_mana() * 0.05));"
get_max_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;85;"set_player_mana(Math.min(get_player_mana() + mana_bonus, get_max_player_mana()));"
get_max_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;95;"function get_max_player_mana() { return state.mana_max || 15; }"
get_max_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_ui_logic.js;58;"const manaMax = get_max_player_mana();"
get_max_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;61;"set_player_mana(get_max_player_mana());"
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;99;function emit_player_stats_changed() {
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;102;"function set_player_level(lvl) { state.level = lvl; emit_player_stats_changed(); }"
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;103;"function set_player_xp(xp) { state.xp = xp; emit_player_stats_changed(); }"
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;107;"emit_player_stats_changed();"
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;115;"function set_player_mana(mana) { state.mana = mana; emit_player_stats_changed(); }"
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;116;"function set_player_atk(atk) { state.atk = atk; emit_player_stats_changed(); }"
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;117;"function set_player_def(def_) { state.def = def_; emit_player_stats_changed(); }"
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;118;"function set_player_class(classe) { state.classe = classe; emit_player_stats_changed(); }"
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;144;"function set_player_inventory(inv) { state.inventaire = [...inv]; emit_player_stats_changed(); }"
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;145;"function set_player_talents(tal) { state.talents = [...tal]; emit_player_stats_changed(); }"
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;146;"function set_player_map(map) { state.carte = map; emit_player_stats_changed(); }"
emit_player_stats_changed;function;app\static\js\player_state_logic.js;;app\static\js\player_state_logic.js;151;"emit_player_stats_changed();"
set_player_level;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;102;"function set_player_level(lvl) { state.level = lvl; emit_player_stats_changed(); }"
set_player_xp;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;43;"set_player_xp(player_xp);"
set_player_xp;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;48;"set_player_xp(player_xp);"
set_player_xp;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;53;"set_player_xp(player_xp);"
set_player_xp;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;58;"set_player_xp(player_xp);"
set_player_xp;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;65;"set_player_xp(window.PLAYER_XP);"
set_player_xp;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;103;"function set_player_xp(xp) { state.xp = xp; emit_player_stats_changed(); }"
set_player_xp;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;41;"set_player_xp(xp);"
set_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;32;"set_player_pv(get_max_vie(level));"
set_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;151;"set_player_pv(Math.min(get_player_pv() + (talent.heal || 1), get_max_vie(window.PLAYER_LEVEL)));"
set_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;84;"set_player_pv(Math.min(get_player_pv() + pv_bonus, get_max_player_pv()));"
set_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;104;function set_player_pv(pv) {
set_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;164;"set_player_pv(Math.min(get_player_pv() + 1, get_max_vie(window.PLAYER_LEVEL)));"
set_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_visual_utils.js;156;"set_player_pv(pv_avant - valeur);"
set_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;52;"set_player_pv(saveData.vie);"
set_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;54;"set_player_pv(saveData.pv);"
set_player_pv;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;56;"set_player_pv(get_max_player_pv());"
set_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;33;"set_player_mana(get_max_mana(level));"
set_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;126;"set_player_mana(get_player_mana() - talent.cost);"
set_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;85;"set_player_mana(Math.min(get_player_mana() + mana_bonus, get_max_player_mana()));"
set_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;115;"function set_player_mana(mana) { state.mana = mana; emit_player_stats_changed(); }"
set_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;165;"set_player_mana(Math.min(get_player_mana() + 1, get_max_mana(window.PLAYER_LEVEL)));"
set_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;59;"set_player_mana(saveData.mana);"
set_player_mana;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;61;"set_player_mana(get_max_player_mana());"
set_player_atk;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;116;"function set_player_atk(atk) { state.atk = atk; emit_player_stats_changed(); }"
set_player_def;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;117;"function set_player_def(def_) { state.def = def_; emit_player_stats_changed(); }"
